serid,Linda,Jennifer,Karen,Kimberly,Emily,Stephanie,Mark,Jacob,Kevin,Kyle,Adam,Bruce,Professor,ChildcareWorker,Police,Lawyer,SocialWorker,Electrician,Cosmetologist,Bartender,Gender,Age,Race,Education,ppincimp,ppmarit,pphhhead,pphhsize,ppt18ov,ppt1317,ppt612,ppt25,ppt01,pptsu,pptsu21,pptsu22,pptsu23,pptsu24,pptsu25,pptsu26,ppwork,pprent,pphouse,ppnet,ppreg4,age,wmid1,wgt,ppp20063,ppp20068,ppp20197,ppp20198,ppp20200,ppp20217
217011893,,,,,,,,,1,,,,,,,,,,,,Male,35-39 years    (37.0),Hispanic,"Some college, no degree","$40,000 to $49,999  (45)",Married,Someone else's name only,Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Rented for cash,A building with 2 or more apartments,Yes,West,36,1.448629975,1.44863,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217012243,1,2,1,3,2,1,4,1,2,2,1,2,1,0,3,1,1,11,2,0,Female,25-29 years    (27.0),"White, Non-Hispanic",Bachelor's degree,137.5,Never married,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,29,0.552179992,0.55218,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217034002,2,10,4,6,7,5,4,3,2,2,2,2,25,3,5,10,50,3,7,0,Female,40-44 years    (42.0),"White, Non-Hispanic",Master's degree,67.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,Yes,West,40,0.521600008,0.5216,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217037170,1,3,4,1,1,0,3,0,3,0,2,0,0,0,0,5,1,0,2,0,Female,50-54 years    (52.0),"White, Non-Hispanic",Bachelor's degree,"$175,000 or more  (175)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,52,0.658810019,0.65881,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217024660,2,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,Female,75 and over    (77.0),"White, Non-Hispanic",HS grad,"$75,000 to $84,999  (80)",Widowed,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,South,83,1.335500002,1.3355,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217013656,1,1,1,2,0,1,1,1,1,1,1,1,2,1,1,0,0,0,1,1,Male,35-39 years    (37.0),Hispanic,HS grad,"$50,000 to $59,999  (55)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Eight or more,Five,Four,None,None,None,Four,Yes,Yes,No,No,Yes,No,Working - as a paid employee,Rented for cash,A one-family house detached from any other house,Yes,West,36,1.174649954,1.17465,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217030612,,,,,,,,,,,,,,,,,,,,,Male,25-29 years    (27.0),"White, Non-Hispanic",Associate degree,112.5,Never married,Someone else's name only,Five,Five,None,None,None,None,,No,No,No,No,No,No,Not working - other,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,Yes,NorthEast,29,1.058419943,1.05842,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217033409,2,1,,1,1,1,1,,,,1,,3,1,,2,,2,2,,Male,60-64 years    (62.0),"Other, Non-Hispanic",Professional or Doctorate degree,92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,61,1.452379942,1.45238,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217035365,1,4,1,0,1,3,2,4,0,2,1,2,3,5,1,1,0,2,3,0,Male,50-54 years    (52.0),"2+ Races, Non-Hispanic","Some college, no degree",92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,51,0.553489983,0.55349,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217004099,6,6,3,3,3,3,5,3,2,2,2,2,2,1,6,5,4,1,5,0,Female,60-64 years    (62.0),"White, Non-Hispanic",HS grad,137.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,61,0.987089992,0.98709,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217035024,1,2,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,2,0,Female,50-54 years    (52.0),"White, Non-Hispanic",Associate degree,92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Not working - other,Rented for cash,A one-family house attached to one or more houses,No,MidWest,50,0.835309982,0.83531,Refused,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217024390,3,1,1,1,2,4,1,2,0,0,1,1,3,,,,,,1,,Male,25-29 years    (27.0),"White, Non-Hispanic",Bachelor's degree,22.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,MidWest,26,1.237480044,1.23748,Bisexual,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217011195,,,,1,12,5,,,,,,0,4,5,4,0,0,0,6,2,Female,18-20 years    (19.0),"White, Non-Hispanic",HS grad,92.5,Never married,Someone else's name only,Four,Four,None,None,None,None,,No,No,No,No,No,No,Not working - looking for work,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,20,0.636990011,0.63699,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217008360,2,2,2,2,2,1,3,0,0,1,1,1,2,1,50,20,10,2,3,1,Male,55-59 years    (57.0),"White, Non-Hispanic","Some college, no degree",112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,59,1.114519954,1.11452,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217002904,3,3,2,1,5,3,1,2,2,1,2,1,1,0,1,0,1,0,0,0,Male,25-29 years    (27.0),"White, Non-Hispanic",HS grad,17.5,Never married,Someone else's name only,Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A one-family house attached to one or more houses,Yes,West,25,1.064039946,1.06404,Gay,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217001279,1,2,,,,,,,1,1,1,,,,,,,,,,Male,40-44 years    (42.0),"White, Non-Hispanic",HS grad,32.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,One,One,None,None,Two,Yes,Yes,Yes,No,Yes,Yes,Not working - other,Rented for cash,A one-family house attached to one or more houses,Yes,NorthEast,40,0.804610014,0.80461,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217034704,3,2,2,0,0,1,3,1,3,2,1,0,0,1,2,1,1,1,3,1,Female,50-54 years    (52.0),"White, Non-Hispanic",Bachelor's degree,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,One,One,None,None,Two,Yes,Yes,Yes,No,Yes,Yes,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,52,0.874490023,0.87449,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217034068,0,2,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,1,1,1,Male,55-59 years    (57.0),"White, Non-Hispanic",HS grad,32.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - looking for work,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,56,1.334929943,1.33493,Heterosexual or straight,I have never served in the military,Yes,Naturalized U.S. citizen,Poland, 
217004739,,,,,,,,,,,,,,,,,,,,,Female,50-54 years    (52.0),"White, Non-Hispanic",HS grad,2.5,Living with partner,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,54,0.882790029,0.88279,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217036192,5,5,3,5,1,3,2,1,1,1,3,1,3,0,2,4,2,1,2,0,Female,65-69 years    (67.0),"White, Non-Hispanic",Bachelor's degree,22.5,Divorced,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Rented for cash,A building with 2 or more apartments,Yes,MidWest,67,1.00308001,1.00308,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217030250,0,0,1,1,0,0,0,1,1,1,0,0,0,0,410,0,0,0,0,0,Male,40-44 years    (42.0),"Black, Non-Hispanic",Associate degree,37.5,Married,Someone else's name only,Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Occupied without payment of cash rent,A one-family house detached from any other house,Yes,South,40,1.545719981,1.54572,Heterosexual or straight,I have never served in the military,Yes,Naturalized U.S. citizen,Great Britain, 
217002136,1,2,1,1,,,2,,1,,1,1,1,,,5,1,,1,,Female,35-39 years    (37.0),"White, Non-Hispanic",Bachelor's degree,92.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,Yes,South,36,0.591139972,0.59114,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217036701,3,5,4,1,2,3,3,0,4,3,1,4,4,1,0,3,2,3,0,1,Male,75 and over    (77.0),"White, Non-Hispanic","Some college, no degree",37.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,78,1.281790018,1.28179,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217019660,1,2,1,2,,,2,,,,,2,,,,30,,1,2,,Male,30-34 years    (32.0),"White, Non-Hispanic",Master's degree,112.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,34,0.654449999,0.65445,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217006399,2,1,1,,,1,,1,1,,2,1,,,500,,,,1,,Female,45-49 years    (47.0),"White, Non-Hispanic",HS grad,37.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,NorthEast,48,0.829169989,0.82917,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217015290,2,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Male,60-64 years    (62.0),Hispanic,"Some college, no degree",17.5,Divorced,Someone else's name only,One,One,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,No,MidWest,64,2.184789896,2.18479,Heterosexual or straight,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
217015576,2,5,2,2,2,1,1,2,2,2,1,1,1,0,0,1,0,1,2,0,Female,40-44 years    (42.0),"Other, Non-Hispanic",Professional or Doctorate degree,137.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,None,One,None,None,One,Yes,No,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,Yes,South,41,1.12808001,1.12808,Heterosexual or straight,I have never served in the military,No,Not asked,Not asked, 
217000861,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,18-20 years    (19.0),"Other, Non-Hispanic",HS grad,112.5,Never married,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,19,1.408190012,1.40819,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217012776,2,,,,1,1,2,,2,,,1,2,1,2,1,1,2,,,Female,65-69 years    (67.0),"White, Non-Hispanic","Some college, no degree","$75,000 to $84,999  (80)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,67,1.114099979,1.1141,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217021659,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,Male,75 and over    (77.0),"White, Non-Hispanic",Professional or Doctorate degree,"$50,000 to $59,999  (55)",Divorced,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,West,79,0.699679971,0.69968,Heterosexual or straight,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
217025547,1,0,2,0,0,1,2,0,1,0,0,2,0,0,1,0,0,0,1,0,Female,75 and over    (77.0),"White, Non-Hispanic",Less than HS graduate,"$75,000 to $84,999  (80)",Widowed,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Rented for cash,A building with 2 or more apartments,No,South,82,1.177219987,1.17722,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217036625,1,2,2,2,3,2,2,1,1,1,1,2,1,1,0,1,0,1,1,0,Female,35-39 years    (37.0),"White, Non-Hispanic",Master's degree,37.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - looking for work,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,37,0.629999995,0.63,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217015558,7,4,8,1,2,4,7,0,5,3,4,6,2,1,23,3,2,11,2,5,Male,60-64 years    (62.0),"White, Non-Hispanic",HS grad,162.5,Widowed,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,61,0.857640028,0.85764,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217023486,4,3,5,1,3,2,2,1,8,1,1,1,1,1,3,1,1,2,4,5,Female,45-49 years    (47.0),"Other, Non-Hispanic",Less than HS graduate,"$175,000 or more  (175)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Five,Four,None,One,None,None,One,Yes,No,Yes,No,Yes,Yes,Working - as a paid employee,Occupied without payment of cash rent,A one-family house attached to one or more houses,Yes,West,48,1.467039943,1.46704,Heterosexual or straight,I have never served in the military,Yes,Naturalized U.S. citizen,Vietnam, 
217017992,1,2,3,0,0,2,1,0,1,0,1,1,,,,,,2,1,,Female,35-39 years    (37.0),"White, Non-Hispanic",Master's degree,"$175,000 or more  (175)",Married,Someone else's name only,Three,One,None,None,Two,None,Two,Yes,No,No,Yes,No,Yes,Not working - looking for work,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,38,0.591139972,0.59114,Heterosexual or straight,I have never served in the military,No,Not asked,Not asked, 
217000985,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Male,22.5,"White, Non-Hispanic",HS grad,17.5,Never married,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,24,1.600679994,1.60068,"Other, please specify",I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217028609,2,10,10,10,2,5,5,0,10,3,7,3,5,0,300,5,1,3,3,20,Male,45-49 years    (47.0),"White, Non-Hispanic","Some college, no degree",112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - on temporary layoff from a job,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,47,1.088700056,1.0887,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217015840,1,,1,,,,1,,,1,1,1,1,,,,,2,2,,Female,70-74 years    (72.0),"White, Non-Hispanic",HS grad,37.5,Widowed,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,72,0.960449994,0.96045,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217005415,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,Female,30-34 years    (32.0),"White, Non-Hispanic",Bachelor's degree,67.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,West,30,0.521600008,0.5216,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217036670,2,3,2,3,1,1,2,0,4,1,1,1,0,2,1,5,0,1,1,1,Male,40-44 years    (42.0),"White, Non-Hispanic",Bachelor's degree,137.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,Two,None,None,None,Two,Yes,Yes,No,No,Yes,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,43,0.58367002,0.58367,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217022107,10,5,10,0,4,5,2,,3,12,3,1,3,4,0,0,1,,1,2,Female,60-64 years    (62.0),"Other, Non-Hispanic",Associate degree,11.25,Widowed,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,No,West,63,2.572999954,2.573,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217005699,2,0,3,0,0,0,2,1,2,0,0,1,0,0,0,0,0,1,1,0,Male,65-69 years    (67.0),"White, Non-Hispanic","Some college, no degree",27.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,South,67,1.153139949,1.15314,Heterosexual or straight,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
217005702,,,1,1,,,,,2,,,,0,0,0,0,0,0,0,0,Male,35-39 years    (37.0),"White, Non-Hispanic",HS grad,17.5,Never married,Someone else's name only,Five,Five,None,None,None,None,,No,No,No,No,No,No,Not working - other,Owned or being bought by you or someone in your household,A mobile home,Yes,MidWest,38,0.885049999,0.88505,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217011892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,40-44 years    (42.0),"White, Non-Hispanic",HS grad,17.5,Widowed,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A one-family house detached from any other house,Yes,South,43,0.896380007,0.89638,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217029278,2,3,10,0,1,2,1,0,3,1,1,0,0,1,0,1,0,0,1,1,Male,18-20 years    (19.0),"White, Non-Hispanic",Less than HS graduate,"$75,000 to $84,999  (80)",Never married,Someone else's name only,Four,Four,None,None,None,None,,No,No,No,No,No,No,Not working - looking for work,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,18,1.073429942,1.07343,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217027288,1,2,1,2,3,2,3,2,2,6,1,1,0,0,0,0,0,2,4,0,Female,22.5,"White, Non-Hispanic","Some college, no degree","$50,000 to $59,999  (55)",Never married,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,22,1.009359956,1.00936,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217002173,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,3,1,1,0,0,Male,70-74 years    (72.0),"White, Non-Hispanic",Bachelor's degree,"$75,000 to $84,999  (80)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Four,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,Yes,West,72,0.656979978,0.65698,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217037380,1,3,1,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,Female,40-44 years    (42.0),"White, Non-Hispanic",HS grad,"$50,000 to $59,999  (55)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,41,0.807290018,0.80729,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217014414,5,4,1,1,3,2,1,1,1,2,1,1,1,1,0,2,0,2,3,1,Male,55-59 years    (57.0),"White, Non-Hispanic","Some college, no degree",11.25,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Rented for cash,A one-family house detached from any other house,Yes,MidWest,59,1.306529999,1.30653,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217012474,2,2,1,2,0,3,0,0,3,1,2,0,0,0,0,0,0,0,2,0,Female,25-29 years    (27.0),"White, Non-Hispanic",Bachelor's degree,92.5,Living with partner,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,NorthEast,28,0.624849975,0.62485,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217017718,5,3,2,1,4,1,1,1,1,4,1,0,12,5,1,1,4,2,3,2,Female,35-39 years    (37.0),"White, Non-Hispanic",Master's degree,32.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,36,0.575179994,0.57518,"Other, please specify",I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217016637,1,4,2,,1,,1,1,2,1,2,,2,,1,100,,1,,,Male,40-44 years    (42.0),"White, Non-Hispanic",Professional or Doctorate degree,"$175,000 or more  (175)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,Two,None,None,Two,Yes,No,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,44,0.58367002,0.58367,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217030094,1,4,0,1,1,1,1,0,2,1,2,1,0,0,0,0,0,0,0,0,Female,35-39 years    (37.0),"2+ Races, Non-Hispanic",Bachelor's degree,"$175,000 or more  (175)",Married,Someone else's name only,Five,Five,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,37,0.253410012,0.25341,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217007359,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,Male,60-64 years    (62.0),"White, Non-Hispanic",Bachelor's degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,64,0.743449986,0.74345,Heterosexual or straight,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
217012354,1,3,1,1,1,1,1,0,2,2,1,0,4,2,2,2,1,3,2,0,Male,40-44 years    (42.0),Hispanic,"Some college, no degree","$75,000 to $84,999  (80)",Never married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Four,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,West,43,1.327780008,1.32778,Heterosexual or straight,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
217007689,,,,,,,,,,,,,,,,,,,,,Male,25-29 years    (27.0),"White, Non-Hispanic",Bachelor's degree,17.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,No,South,29,1.113280058,1.11328,Heterosexual or straight,I have never served in the military,No,Not asked,Not asked, 
217037884,2,3,1,1,1,2,3,0,0,0,2,1,2,3,1,4,0,1,2,0,Male,65-69 years    (67.0),"White, Non-Hispanic",Master's degree,137.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,66,0.743449986,0.74345,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217028864,4,3,2,4,1,3,2,1,2,2,3,1,2,0,0,4,12,0,0,0,Female,50-54 years    (52.0),"White, Non-Hispanic",Professional or Doctorate degree,"$175,000 or more  (175)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,52,0.601480007,0.60148,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217029984,1,1,1,1,1,1,1,2,0,1,0,1,0,1,0,1,0,1,1,0,Male,35-39 years    (37.0),"White, Non-Hispanic","Some college, no degree",112.5,Divorced,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Not working - looking for work,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,37,0.753009975,0.75301,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217011206,2,3,1,1,2,2,1,1,2,1,1,0,2,,1,,,,,,Female,35-39 years    (37.0),"White, Non-Hispanic",Bachelor's degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,One,One,None,Two,Yes,No,Yes,Yes,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,35,0.510280013,0.51028,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
