case_id,Linda,Jennifer,Karen,Kimberly,Emily,Stephanie,Mark,Jacob,Kevin,Kyle,Adam,Bruce,Professor,ChildcareWorker,Police,Lawyer,SocialWorker,Electrician,Cosmetologist,Bartender,Unemployed,Food_Stamps,Multiple_Job,Load_Debt,No_Health_Insurance,Active_Military,Veteran,Immigrant,Gay,Single_Parent,Black,Non_Religious,Evangelical,Muslims,Incarcerated,Abortion,Injured_Military,Miscarriage,Partner_Abuse,Sexual_Assault,Mental_Health,Heart_Disease,Diabetes,Allergy_Peanut,Allergy_Tree_Nu,Allergy_Lettuce,Allergy_Gluten,Allergy_Water,Cancer_Breast,Cancer_Prostate,Leukemia,Cancer_Lung,Cancer_Colon,Gender,Age,Race,Education,ppincimp,ppmarit,pphhhead,pphhsize,ppt18ov,ppt1317,ppt612,ppt25,ppt01,pptsu,pptsu21,pptsu22,pptsu23,pptsu24,pptsu25,pptsu26,ppwork,pprent,pphouse,ppnet,ppreg4,age,wmid1,wgt,ppp20063,ppp20064,ppp20068,ppp20197,ppp20198,ppp20200,ppp20217
1093,1,5,1,1,1,1,3,0,2,1,1,1,1,1,1,40,1,1,1,0,2,0,2,20,0,100,15,3,2,3,20,10,0,1,0,1,10,3,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,Female,35-39 years    (37.0),"White, Non-Hispanic",Professional or Doctorate degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,None,Two,None,Two,Yes,No,No,Yes,No,Yes,Working - as a paid employee,Rented for cash,A one-family house attached to one or more houses,Yes,South,37,0.591139972,0.59114,Heterosexual or straight,Yes,I am now on active duty,Yes,Born a U.S. citizen,Not asked, 
1094,5,5,3,2,2,1,15,3,3,2,1,3,2,8,1,3,0,3,3,0,0,0,2,14,0,150,150,3,2,3,15,15,235,3,0,0,0,3,0,3,3,2,8,2,0,0,2,0,2,2,0,0,0,Male,55-59 years    (57.0),"White, Non-Hispanic",Master's degree,"$175,000 or more  (175)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,55,0.745710015,0.74571,Heterosexual or straight,Yes,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
1095,0,1,2,1,1,1,2,1,3,0,1,1,1,2,3,0,1,2,0,1,1,5,3,2,0,2,8,0,0,2,6,6,4,0,0,0,6,2,2,0,4,2,3,0,0,0,1,0,4,2,0,0,1,Male,45-49 years    (47.0),"White, Non-Hispanic",Associate degree,32.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,48,1.187780023,1.18778,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1096,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,2,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,Female,55-59 years    (57.0),Hispanic,HS grad,22.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - disabled,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,No,West,58,1.621819973,1.62182,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1097,1,0,1,1,1,1,1,0,0,1,2,1,12,0,0,2,0,1,0,0,1,1,0,12,1,0,0,5,5,2,5,12,1,0,0,1,0,1,1,1,2,0,0,0,1,0,2,1,1,0,0,1,0,Female,30-34 years    (32.0),"White, Non-Hispanic",Bachelor's degree,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,None,One,One,Two,Yes,No,No,Yes,No,Yes,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,33,0.604250014,0.60425,Heterosexual or straight,No,I have never served in the military,No,Not asked,Not asked, 
1098,,1,1,,,1,1,,,,1,1,,,,,,,,,,,,4,,,,10,,,2,,,4,,,,1,1,,,,,,,,,,,,,,,Male,30-34 years    (32.0),"Other, Non-Hispanic",Master's degree,67.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,NorthEast,31,1.24703002,1.24703,Heterosexual or straight,No,I have never served in the military,No,Not asked,Not asked, 
1099,3,1,1,3,0,2,1,1,2,0,0,1,1,0,3,2,0,3,0,2,6,3,2,2,4,3,20,3,4,3,6,5,10,0,0,0,6,2,2,0,0,3,6,1,0,0,2,0,3,1,0,1,1,Male,70-74 years    (72.0),"White, Non-Hispanic",Bachelor's degree,92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,71,0.761080027,0.76108,Heterosexual or straight,Yes,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
1100,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,2,1,4,10,2,2,3,0,3,5,2,5,0,5,2,0,0,0,0,3,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,Female,30-34 years    (32.0),Hispanic,HS grad,"$40,000 to $49,999  (45)",Married,Someone else's name only,Five,Two,Two,One,None,None,Three,Yes,Yes,Yes,No,Yes,Yes,Not working - other,Rented for cash,A one-family house detached from any other house,Yes,South,33,1.31190002,1.3119,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1101,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,10,0,2,5,5,10,5,0,7,5,2,30,2,0,0,0,0,5,3,3,7,2,2,1,1,0,0,0,1,1,0,0,0,Female,18-20 years    (19.0),"White, Non-Hispanic",HS grad,37.5,Married,Someone else's name only,Four,Three,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,20,0.902469993,0.90247,"Other, please specify",Yes,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
1102,1,2,0,2,3,2,1,4,4,1,1,1,2,2,2,2,0,1,0,2,1,1,3,6,1,15,6,2,6,2,1,7,0,0,1,0,7,0,2,2,8,1,2,3,2,0,2,0,4,0,0,0,0,Female,18-20 years    (19.0),"White, Non-Hispanic","Some college, no degree",112.5,Living with partner,Someone else's name only,Four,Three,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,18,0.83288002,0.83288,Heterosexual or straight,Yes,I am now on active duty,Yes,Born a U.S. citizen,Not asked, 
1103,6,2,4,7,0,5,9,0,7,0,1,2,0,2,0,3,5,0,4,0,10,30,4,0,0,20,20,0,20,60,50,2,9,5,50,0,0,2,40,50,60,2,2,0,0,0,0,0,3,0,0,2,0,Female,40-44 years    (42.0),"Black, Non-Hispanic",Less than HS graduate,2.5,Never married,Someone else's name only,One,One,None,None,None,None,,No,No,No,No,No,No,Not working - disabled,Rented for cash,A one-family house attached to one or more houses,No,South,43,1.736240029,1.73624,Bisexual,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1104,1,1,0,2,0,3,1,1,1,0,0,0,0,10,0,1,0,0,1,0,0,0,0,0,1,7,10,0,1,0,3,2,0,0,0,1,0,1,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,Female,40-44 years    (42.0),"White, Non-Hispanic",Master's degree,137.5,Married,Someone else's name only,Three,Two,None,None,One,None,One,Yes,No,No,Yes,No,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,41,0.510280013,0.51028,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,55-59 years    (57.0),"White, Non-Hispanic",HS grad,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,55,0.778020024,0.77802,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1106,2,3,2,5,0,2,2,1,3,2,1,1,1,3,2,5,3,1,6,1,1,2,3,4,7,1,25,2,2,,100,2,1,3,6,15,1,3,3,2,2,1,10,1,2,0,0,0,2,0,1,0,0,Female,45-49 years    (47.0),"Black, Non-Hispanic",Bachelor's degree,112.5,Living with partner,Your name only/Your name with someone else's name (jointly owned or rented),Two,One,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Working - as a paid employee,Rented for cash,A one-family house detached from any other house,Yes,South,45,1.095360041,1.09536,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1107,,,2,1,2,,1,,2,3,,1,,2,,,,,1,,,,2,29,,3,,,5,4,,15,,,,,,1,3,,3,,2,2,2,,3,,,,1,,,Female,18-20 years    (19.0),"White, Non-Hispanic",HS grad,92.5,Never married,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,19,0.720830023,0.72083,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1108,1,4,0,3,2,2,1,0,1,2,2,0,2,2,2,4,1,1,4,1,2,0,0,10,0,25,15,3,5,1,1,50,0,1,0,1,5,5,2,0,5,0,2,1,0,0,0,0,0,2,0,2,0,Female,30-34 years    (32.0),"White, Non-Hispanic",Master's degree,162.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Five,Two,One,One,One,None,Three,Yes,Yes,Yes,Yes,Yes,Yes,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,30,0.510280013,0.51028,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1109,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,3,5,2,5,12,1,2,2,5,4,25,10,0,15,1,0,0,2,0,4,2,0,3,0,0,0,0,0,0,0,0,0,0,Female,25-29 years    (27.0),"Black, Non-Hispanic","Some college, no degree",32.5,Never married,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,South,26,1.510810018,1.51081,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1110,1,1,2,1,1,1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,2,2,1,1,1,2,0,3,5,2,2,6,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Female,18-20 years    (19.0),Hispanic,HS grad,22.5,Never married,Someone else's name only,Seven,Four,One,Two,None,None,Three,Yes,Yes,Yes,No,Yes,Yes,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,South,18,1.781990051,1.78199,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1111,2,0,1,1,1,2,1,0,4,0,2,1,6,1,1,2,0,0,0,1,0,0,0,2,0,0,6,0,1,1,1,5,1,0,0,1,1,1,0,0,0,2,0,0,0,0,1,0,3,2,1,0,1,Male,75 and over    (77.0),"White, Non-Hispanic",Bachelor's degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,77,0.678759992,0.67876,Heterosexual or straight,Yes,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
1112,1,1,1,2,2,1,4,2,1,1,2,1,0,0,2,0,0,0,3,0,5,0,10,0,0,1,0,100,1,1,5,30,100,0,0,0,0,3,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,Female,22.5,"White, Non-Hispanic",Associate degree,27.5,Married,Someone else's name only,Three,Two,None,None,One,None,One,Yes,No,No,Yes,No,Yes,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,24,0.930230021,0.93023,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1113,5,15,10,7,5,4,5,12,3,3,3,1,0,1,1,2,0,0,2,2,0,0,1,20,0,0,2,0,5,2,5,30,2,0,0,2,0,2,0,2,10,1,1,4,2,0,0,0,0,0,2,0,0,Female,40-44 years    (42.0),"White, Non-Hispanic",Bachelor's degree,"$75,000 to $84,999  (80)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Five,Two,None,Two,One,None,Three,Yes,No,Yes,Yes,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,40,0.591139972,0.59114,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1114,1,2,1,1,0,1,2,1,3,1,1,1,0,1,1,1,0,1,1,1,0,0,0,2,3,0,3,0,0,0,1,3,2,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,1,0,0,1,0,Male,55-59 years    (57.0),"White, Non-Hispanic",HS grad,"$75,000 to $84,999  (80)",Living with partner,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,59,0.860249996,0.86025,Heterosexual or straight,No,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
1115,0,1,0,1,1,3,0,0,2,1,0,0,1,2,0,1,1,1,5,1,35,3,7,58,30,5,0,5,10,7,75,15,2,4,1,3,0,2,4,4,2,1,2,2,1,0,0,0,0,0,0,0,0,Female,22.5,"Black, Non-Hispanic","Some college, no degree",37.5,Never married,Someone else's name only,Three,Two,None,None,One,None,One,Yes,No,No,Yes,No,Yes,Not working - looking for work,Rented for cash,A building with 2 or more apartments,Yes,NorthEast,24,1.475810051,1.47581,Bisexual,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1116,6,4,2,10,0,2,2,1,4,1,3,0,12,10,7,4,2,0,35,0,7,0,12,40,0,45,25,25,5,10,100,25,100,10,7,2,2,0,3,1,3,0,10,2,1,0,3,0,4,0,0,0,0,Female,40-44 years    (42.0),"Black, Non-Hispanic","Some college, no degree",67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,Two,None,None,None,Two,Yes,Yes,No,No,Yes,No,Working - as a paid employee,Rented for cash,A one-family house detached from any other house,Yes,West,40,1.129169941,1.12917,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1117,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,Male,40-44 years    (42.0),"White, Non-Hispanic","Some college, no degree",112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,One,One,None,None,Two,Yes,Yes,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,43,0.77798003,0.77798,Heterosexual or straight,Yes,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
1118,2,0,1,1,1,0,3,0,1,1,2,1,1,1,20,10,0,2,4,5,1,1,2,0,1,1,10,2,3,2,5,1,12,0,3,0,0,0,0,1,0,2,2,0,0,1,1,0,0,0,0,0,1,Female,70-74 years    (72.0),"White, Non-Hispanic",HS grad,"$75,000 to $84,999  (80)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,73,1.252120018,1.25212,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1119,2,2,0,1,0,1,2,3,0,2,0,0,6,0,1,0,2,2,1,0,1,2,2,1,6,2,6,1,1,1,2,6,30,0,0,0,1,2,1,1,1,1,4,0,0,0,0,0,1,0,0,1,0,Female,30-34 years    (32.0),"White, Non-Hispanic",Bachelor's degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,None,None,None,One,One,Yes,No,No,Yes,No,Yes,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,30,0.591139972,0.59114,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1120,2,2,3,1,1,2,0,1,3,1,0,1,0,1,2,0,1,1,0,1,1,2,1,5,0,0,2,1,2,2,2,2,0,0,1,0,0,1,1,2,8,0,2,0,0,0,0,0,0,0,0,0,0,Male,35-39 years    (37.0),"White, Non-Hispanic",HS grad,8.75,Never married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - disabled,Rented for cash,A building with 2 or more apartments,Yes,NorthEast,36,0.969389975,0.96939,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1121,1,,1,2,,1,1,,2,1,,,1,,2,1,,,1,,,,6,3,2,,,20,5,5,3,10,,10,,2,,1,,,,4,8,,,,,,2,,,1,,Female,50-54 years    (52.0),"White, Non-Hispanic",Bachelor's degree,162.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,52,0.658810019,0.65881,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1122,3,5,2,2,8,4,3,1,2,1,1,1,3,4,5,1,4,2,1,0,0,2,2,6,1,0,3,1,3,1,4,5,12,0,0,1,0,6,0,1,1,0,0,2,1,0,0,0,5,3,0,1,1,Female,35-39 years    (37.0),"White, Non-Hispanic","Some college, no degree","$50,000 to $59,999  (55)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,37,0.805419981,0.80542,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1123,2,1,0,1,3,2,1,1,0,3,1,1,2,0,0,3,1,0,0,1,1,0,2,1,0,0,2,3,4,1,6,15,1,3,0,0,0,1,0,2,2,0,1,1,0,0,0,0,2,0,0,0,0,Male,25-29 years    (27.0),"White, Non-Hispanic",Bachelor's degree,162.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Four,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A one-family house detached from any other house,Yes,South,27,0.812900007,0.8129,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1124,3,2,4,3,0,1,2,1,2,2,0,3,1,1,1,3,2,2,4,1,0,3,15,4,10,20,75,6,2,2,8,8,15,4,0,1,25,2,2,1,6,30,6,3,10,0,1,0,4,2,1,0,0,Male,65-69 years    (67.0),"White, Non-Hispanic",Professional or Doctorate degree,137.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,67,0.761080027,0.76108,Heterosexual or straight,No,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
1125,0,3,2,0,0,1,0,0,1,1,0,0,,,,,,,,,,5,,,,,,,2,5,5,,,,,,,5,5,5,5,,5,,,,,,,,,5,,Female,35-39 years    (37.0),"White, Non-Hispanic","Some college, no degree",6.25,Never married,Your name only/Your name with someone else's name (jointly owned or rented),Two,One,None,One,None,None,One,Yes,No,Yes,No,Yes,Yes,Not working - disabled,Occupied without payment of cash rent,A one-family house attached to one or more houses,No,MidWest,35,1.249719977,1.24972,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1126,,2,2,3,0,1,6,,3,1,2,2,0,0,0,0,0,0,1,0,1,1,2,4,0,3,10,0,3,14,8,100,0,0,0,3,2,4,6,1,2,20,4,1,0,0,1,0,1,1,0,0,0,Female,55-59 years    (57.0),"White, Non-Hispanic",HS grad,137.5,Living with partner,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A one-family house detached from any other house,Yes,West,59,0.671599984,0.6716,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1127,5,1,3,2,1,2,2,3,2,2,1,1,2,3,5,2,1,1,2,4,5,7,5,3,20,5,6,10,3,8,9,9,3,8,0,3,29,6,20,7,4,15,7,3,0,0,1,0,9,2,2,0,3,Female,55-59 years    (57.0),"White, Non-Hispanic",HS grad,37.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,55,0.848829985,0.84883,Heterosexual or straight,No,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
1128,1,2,2,2,1,2,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,2,3,0,0,0,0,1,0,2,2,0,0,0,1,0,1,2,1,1,4,0,0,0,0,0,0,3,1,1,0,0,Male,40-44 years    (42.0),"White, Non-Hispanic",Bachelor's degree,"$40,000 to $49,999  (45)",Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,43,0.697480023,0.69748,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1129,3,2,2,1,3,1,1,5,2,2,1,0,,0,0,0,,,3,,,,,,,,,,,,,,,,,2,0,2,2,0,1,3,10,1,0,0,1,0,2,0,1,0,0,Male,65-69 years    (67.0),"Other, Non-Hispanic",Less than HS graduate,92.5,Married,Someone else's name only,Four,Three,None,None,One,None,One,Yes,No,No,Yes,No,Yes,Not working - looking for work,Rented for cash,A one-family house attached to one or more houses,Yes,South,65,1.917850018,1.91785,Heterosexual or straight,No,I have never served in the military,No,Not asked,Not asked, 
1130,2,2,0,1,0,2,3,1,0,0,1,0,1,1,0,0,0,1,3,1,0,1,0,2,0,1,1,0,3,2,5,0,0,1,3,3,0,0,1,1,0,0,3,0,0,0,1,0,2,1,1,0,1,Female,30-34 years    (32.0),Hispanic,"Some college, no degree","$40,000 to $49,999  (45)",Living with partner,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,One,One,None,None,Two,Yes,Yes,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,34,1.308480024,1.30848,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1131,1,1,,2,,,2,,1,,,1,,1,,,,,,,,1,,,,50,20,25,4,5,15,,,,,,3,,,2,,,,1,,,,,,,,,,Female,35-39 years    (37.0),Hispanic,Bachelor's degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,None,None,One,None,One,Yes,No,No,Yes,No,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,35,1.042350054,1.04235,Heterosexual or straight,No,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
1132,2,1,1,0,2,0,3,1,2,1,0,1,0,0,0,0,0,2,0,0,1,0,5,4,1,6,11,5,3,1,1,3,2,0,1,0,4,2,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,Male,50-54 years    (52.0),"White, Non-Hispanic","Some college, no degree","$75,000 to $84,999  (80)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,53,1.290750027,1.29075,Bisexual,Yes,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
1133,3,5,6,3,0,4,3,4,2,4,1,0,1,5,4,1,1,6,40,10,15,0,20,10,10,5,25,0,18,20,0,5,50,0,3,5,0,10,2,2,20,0,30,1,0,0,2,0,15,2,3,0,2,Female,40-44 years    (42.0),"White, Non-Hispanic",Professional or Doctorate degree,92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,43,0.527199984,0.5272,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1134,,1,,,,1,,,,,,,,,,,,,2,,,,,,,,2,,,,,,2,,,1,,3,1,1,2,3,4,,,,,,2,1,,,,Female,65-69 years    (67.0),"White, Non-Hispanic",Less than HS graduate,"$75,000 to $84,999  (80)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,66,0.975350022,0.97535,,,,,,, 
1135,1,1,1,7,5,6,6,3,3,2,3,1,5,2,5,4,0,2,6,5,10,5,5,20,10,1,2,9,20,9,99,9,50,4,0,0,1,2,4,3,1,2,7,9,0,0,6,0,10,1,1,5,1,Female,18-20 years    (19.0),"Black, Non-Hispanic",HS grad,"$75,000 to $84,999  (80)",Never married,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Not working - looking for work,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,18,1.19848001,1.19848,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1136,,,1,,1,,,,1,,,,,,1,,,,1,,,,,,,,,,3,,4,1,,,1,,,,,1,2,,1,,,,1,,1,,,,,Female,18-20 years    (19.0),"White, Non-Hispanic",HS grad,112.5,Never married,Someone else's name only,Four,Four,None,None,None,None,,No,No,No,No,No,No,Not working - looking for work,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,19,0.73793,0.73793,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1137,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,0,0,0,0,Female,70-74 years    (72.0),"White, Non-Hispanic",HS grad,37.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,72,0.929620028,0.92962,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
1138,1,1,2,2,0,0,3,0,1,0,0,1,0,2,1,5,0,1,1,1,2,1,1,1,0,1,3,6,2,1,3,7,2,0,0,0,2,0,0,1,1,4,1,0,0,0,1,0,0,1,2,0,1,Female,75 and over    (77.0),"White, Non-Hispanic",HS grad,"$50,000 to $59,999  (55)",Widowed,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,79,0.870980024,0.87098,,,,,,, 
